file_name,label,findings,safe_secret_refs_detected
argo-cd__resource_customizations_promoter.argoproj.io_PromotionStrategy_testdata_deleting.yaml,secure,,
kube-linter__pkg_command_lint_testdata_valid-pod.yaml,secure,,
argo-cd__resource_customizations_numaplane.numaproj.io_MonoVertexRollout_actions_testdata_MonoVertexRollout_rollout.yaml,secure,,
argo-cd__manifests_base_commit-server_argocd-commit-server-service.yaml,secure,,
kubernetes-native-testbed__manifests_payment-info_http-proxy.yaml,secure,,
cloud-on-k8s__config_crds_v1_resources_agent.k8s.elastic.co_agents.yaml,privilege_exposure,host_path;long_base64_like_value,safe_secret_name;safe_secret_key_ref;safe_value_from;safe_env_from;safe_secret_ref;safe_image_pull_secrets
argo-cd__resource_customizations_iam.aws.crossplane.io_Policy_testdata_ReconcileError.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v300-stack9_crds.yaml,hardcoded_secret,hardcoded_api_key;long_base64_like_value,safe_secret_name
argo-cd__resource_customizations_nmstate.io_NodeNetworkConfigurationPolicy_testdata_progressing_configuring.yaml,secure,,
charts__bitnami_rabbitmq-cluster-operator_crds_messaging-topology-operator_rabbitmq.com_schemareplications.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_features_pod-logs-via-loki_multiline_output.yaml,hardcoded_secret,hardcoded_password,
argo-cd__resource_customizations_acid.zalan.do_postgresql_testdata_degraded.yaml,secure,,
argo-cd__util_io_files_testdata_app_applicationset_stable_kustomization.yaml,secure,,
argo-cd__resource_customizations_core.humio.com_HumioRepository_testdata_notfound.yaml,secure,,
argo-cd__resource_customizations_operator.knative.dev_KnativeEventing_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_cloudfront.aws.crossplane.io_Distribution_testdata_progressing.yaml,secure,,
argo-cd__resource_customizations_numaplane.numaproj.io_MonoVertexRollout_testdata_MonoVertexRollout_progressive-failed.yaml,secure,,
argo-cd__resource_customizations_camel.apache.org_Integration_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_coralogix.com_RecordingRuleGroupSet_testdata_progressing_recording_rule.yaml,secure,,
argo-cd__resource_customizations_numaflow.numaproj.io_MonoVertex_testdata_progressing.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__resource_customizations_image.toolkit.fluxcd.io_ImageUpdateAutomation_actions_testdata_resumed_imageupdateautomation.yaml,secure,,
examples___archived_nodesjs-mongodb_web-service.yaml,secure,,
cloud-on-k8s__pkg_controller_autoscaling_elasticsearch_testdata_custom_resource_max-storage-reached_elasticsearch.yml,secure,,
kubernetes-native-testbed__manifests_infra_kubernetes-dashboard_http-proxy.yaml,secure,,
argo-cd__resource_customizations_platform.confluent.io_SchemaRegistry_testdata_progressing.yaml,secure,,
kubernetes-native-testbed__manifests_cicd_cd-manifests_infra_weave-scope-cd.yaml,secure,,
argo-cd__test_e2e_testdata_guestbook-with-namespace_guestbook-ui-svc.yaml,secure,,
argo-cd__resource_customizations_kustomize.toolkit.fluxcd.io_Kustomization_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_flink.apache.org_FlinkDeployment_testdata_healthy_suspended_v1.x.yaml,secure,,
argo-cd__gitops-engine_pkg_health_testdata_hpa-v1-degraded.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_features_annotation-autodiscovery_prom-annotations_output.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__resource_customizations_gloo.solo.io_Proxy_testdata_gloo-pending.yaml,secure,,
argo-cd__resource_customizations_helm.toolkit.fluxcd.io_HelmRelease_actions_testdata_resumed_helmrelease.yaml,secure,,
argo-cd__gitops-engine_agent_manifests_cluster-install_gitops-agent-cluster-role.yaml,secure,,
argo-cd__docs_operator-manual_argocd-repositories.yaml,hardcoded_secret,hardcoded_password,
argo-cd__resource_customizations_astra.netapp.io_Snapshot_testdata_degraded.yaml,hardcoded_secret,long_base64_like_value,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_service-integrations_cert-manager_test-plan.yaml,secure,,
argo-cd__resource_customizations_astra.netapp.io_ResticVolumeBackup_testdata_degraded.yaml,secure,,safe_secret_name
examples___archived_podsecuritypolicy_rbac_policies.yaml,privilege_exposure,privileged_true;host_network_true;host_pid_true;host_ipc_true,
examples__AI_model-serving-tensorflow_service.yaml,secure,,
argo-cd__resource_customizations_keda.sh_ScaledObject_testdata_keda-fallback.yaml,secure,,
argo-cd__resource_customizations_external-secrets.io_ExternalSecret_actions_testdata_external-secret.yaml,secure,,
argo-cd__resource_customizations_rabbitmq.com_Vhost_testdata_healthy.yaml,secure,,
argo-cd__resource_customizations_policy.open-cluster-management.io_CertificatePolicy_testdata_degraded.yaml,secure,,safe_secret_name
cloud-on-k8s__pkg_controller_autoscaling_elasticsearch_testdata_custom_resource_cpu-scaled-horizontally_elasticsearch-expected.yml,secure,,
argo-cd__resource_customizations_capabilities.3scale.net_Backend_testdata_progressing.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v290_crds.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name
argo-cd__resource_customizations_helm.toolkit.fluxcd.io_HelmRelease_testdata_progressing.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_platform_eks-fargate_test-plan.yaml,hardcoded_secret,long_base64_like_value,safe_value_from;safe_env_from;safe_secret_ref
argo-cd__resource_customizations_numaflow.numaproj.io_InterStepBufferService_actions_testdata_isbservice-force-promote.yaml,hardcoded_secret,hardcoded_password,
argo-cd__test_e2e_testdata_networking_guestbook-ui-svc-ingress.yaml,secure,,
argo-cd__gitops-engine_pkg_health_testdata_ingress-nonemptylist.yaml,secure,,safe_secret_name
argo-cd__resource_customizations_projectcontour.io_ExtensionService_testdata_progressing.yaml,secure,,
argo-cd__resource_customizations_argoproj.io_EventBus_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_astra.netapp.io_ExecHooksRun_testdata_healthy.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_istio-service-mesh_output.yaml,privilege_exposure,host_network_true;host_pid_true;host_path;hardcoded_password;long_base64_like_value,
argo-cd__resource_customizations_gloo.solo.io_Settings_testdata_non-namespaced-gloo-warning.yaml,secure,,
argo-cd__util_helm_testdata_tests_templates_tests_test-pod.yaml,secure,,
argo-cd__resource_customizations_flagger.app_Canary_testdata_succeeded.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v270_stack.yaml,secure,,
argo-cd__resource_customizations_capabilities.3scale.net_Tenant_testdata_healthy.yaml,secure,,
argo-cd__resource_customizations_proclaim.dogmatiq.io_DNSSDServiceInstance_testdata_progressing_negativeBrowse.yaml,secure,,
argo-cd__resource_customizations_capabilities.3scale.net_ActiveDoc_testdata_degraded-orphan.yaml,secure,,
argo-cd__resource_customizations_astra.netapp.io_ResourceBackup_testdata_healthy.yaml,secure,,
examples___archived_spark_zeppelin-controller.yaml,secure,,
argo-cd__resource_customizations_capabilities.3scale.net_ActiveDoc_testdata_degraded-failed.yaml,secure,,
argo-cd__resource_customizations_cdi.kubevirt.io_DataVolume_testdata_healthy_succeeded.yaml,secure,,
cloud-on-k8s__config_recipes_beats_filebeat_autodiscover.yaml,privilege_exposure,privileged_true;host_network_true;host_path,safe_value_from
charts__bitnami_kube-arangodb_crds_apps-job.yaml,secure,,
argo-cd__test_e2e_testdata_openshift_manifests.yaml,secure,,
kubernetes-native-testbed__manifests_infra_tidb-operator_tidb-operator.yaml,secure,,safe_value_from
argo-cd__manifests_base_applicationset-controller_argocd-applicationset-controller-role.yaml,secure,,
argo-cd__applicationset_examples_scm-provider-generator_scm-provider-example-fasttemplate-gitlab.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_metric-enrichment_test_pod.yaml,secure,,
cloud-on-k8s__config_crds_v1_resources_apm.k8s.elastic.co_apmservers.yaml,privilege_exposure,host_path;long_base64_like_value,safe_secret_name;safe_secret_key_ref;safe_value_from;safe_env_from;safe_secret_ref;safe_image_pull_secrets
argo-cd__reposerver_repository_testdata_app-parameters_multi_guestbook.yaml,secure,,
argo-cd__resource_customizations_capabilities.3scale.net_OpenAPI_testdata_degraded-failed.yaml,secure,,
argo-cd__test_e2e_testdata_crd-subresource_crd-instances.yaml,secure,,
argo-cd__resource_customizations_argoproj.io_Rollout_testdata_bluegreen_progressing_addingMoreReplicas.yaml,secure,,
argo-cd__resource_customizations_numaflow.numaproj.io_Pipeline_testdata_healthy.yaml,secure,,
argo-cd__resource_customizations_cert-manager.io_ClusterIssuer_testdata_progressing_noStatus.yaml,secure,,
argo-cd__gitops-engine_pkg_utils_kube_testdata_extensionsdeployment.yaml,secure,,
argo-cd__resource_customizations_numaplane.numaproj.io_PipelineRollout_actions_testdata_PipelineRollout_rollout-enable-force-promote.yaml,secure,,
argo-cd__test_e2e_testdata_multiple-source-values_pod-1.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_include-by-namespace_test_dependencies_workload.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v331_stack.yaml,secure,,
cloud-on-k8s__support_reattach-pv_integ-test-gke_storageclass.yml,secure,,
argo-cd__resource_customizations_lifecycle.keptn.sh_KeptnAppVersion_testdata_progressing.yaml,secure,,
prometheus-operator__example_rbac_prometheus_prometheus.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_statsd_test-plan.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_platform_eks-fargate_dependencies_fargate-workload.yaml,secure,,
argo-cd__resource_customizations_serving.kserve.io_InferenceService_testdata_healthy_modelmesh.yaml,secure,,
examples__web_guestbook_frontend-deployment.yaml,secure,,
cloud-on-k8s__config_recipes_mtls_manual_fleet.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name
argo-cd__gitops-engine_pkg_diff_testdata_ssd-deploy-composite-key-config.yaml,secure,,
argo-cd__resource_customizations_operators.coreos.com_Subscription_testdata_first_update_with_status.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v2160_stack.yaml,secure,,
argo-cd__resource_customizations_apiextensions.k8s.io_CustomResourceDefinition_testdata_crd-v1-healthy.yaml,secure,,
argo-cd__resource_customizations_argoproj.io_AnalysisRun_testdata_successfulAnalysisRun.yaml,secure,,
prometheus-operator__example_user-guides_getting-started_prometheus-service-monitor.yaml,secure,,
argo-cd__resource_customizations_image.toolkit.fluxcd.io_ImageRepository_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_argoproj.io_Rollout_actions_testdata_pre_v0.6_nil_paused_rollout.yaml,secure,,
argo-cd__resource_customizations_apps.kruise.io_AdvancedCronJob_testdata_suspended.yaml,secure,,
argo-cd__resource_customizations_promoter.argoproj.io_PromotionStrategy_testdata_no-environments.yaml,secure,,
kubernetes-native-testbed__manifests_delivery-status_db.yaml,hardcoded_secret,hardcoded_password,safe_secret_key_ref;safe_value_from
argo-cd__cmd_argocd_commands_admin_testdata_test_clusterrole.yaml,secure,,
argo-cd__test_e2e_testdata_cross-namespace-ownership_cluster-role.yaml,secure,,
argo-cd__test_e2e_testdata_deprecated-extensions_network-policy.yaml,secure,,
argo-cd__resource_customizations_core.spinkube.dev_SpinApp_testdata_no-status.yaml,secure,,
argo-cd__resource_customizations_notification.toolkit.fluxcd.io_Receiver_actions_testdata_suspended_receiver.yaml,secure,,safe_secret_ref
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_pod-logs_log-metrics_kind-cluster-config.yaml,secure,,
examples__AI_vllm-deployment_hpa_gpu-service-monitor-generic.yaml,secure,,
kubernetes-native-testbed__development_point_skaffold.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_split-destinations_dependencies_workloads.yaml,secure,,
prometheus-operator__example_shards_prometheus-service-account.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v270_crds.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name
examples___archived_storage_rethinkdb_admin-pod.yaml,secure,,safe_value_from
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_upgrade_major_test-plan.yaml,hardcoded_secret,long_base64_like_value,safe_env_from
argo-cd__resource_customizations_kubernetes-client.io_ExternalSecret_testdata_degraded.yaml,secure,,
argo-cd__manifests_cluster-rbac_server_argocd-server-clusterrole.yaml,secure,,
prometheus-operator__example_networkpolicies_node-exporter.yaml,secure,,
argo-cd__resource_customizations_k8s.mariadb.com_Backup_testdata_ok.yaml,secure,,
argo-cd__resource_customizations_acid.zalan.do_postgresql_testdata_provisioning.yaml,secure,,
prometheus-operator__example_shards_prometheus-service.yaml,secure,,
argo-cd__manifests_base_server_argocd-server-sa.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_platform_gpu_eks-cluster-config.yaml,secure,,
argo-cd__resource_customizations_s3.aws.crossplane.io_Bucket_testdata_healthy.yaml,secure,,
argo-cd__resource_customizations_gateway.solo.io_RouteTable_testdata_gloo-pending.yaml,secure,,
kubernetes-native-testbed__manifests_ns_payment-info-ns.yaml,secure,,
argo-cd__resource_customizations_proclaim.dogmatiq.io_DNSSDServiceInstance_testdata_unknown_discoveryError.yaml,secure,,
examples___archived_volumes_iscsi_iscsi.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_auth_external-secrets_output.yaml,hardcoded_secret,long_base64_like_value,safe_secret_key_ref;safe_value_from
argo-cd__manifests_base_applicationset-controller_argocd-applicationset-controller-sa.yaml,secure,,
argo-cd__resource_customizations_promoter.argoproj.io_PromotionStrategy_testdata_all-healthy.yaml,secure,,
argo-cd__resource_customizations_postgresql.cnpg.io_Cluster_actions_testdata_cluster_reconcile_suspended.yaml,secure,,
kube-linter__tests_checks_readiness-port.yml,secure,,
argo-cd__resource_customizations_core.humio.com_HumioCluster_testdata_configerror_custom.yaml,hardcoded_secret,long_base64_like_value,safe_secret_key_ref
argo-cd__manifests_base_kustomization.yaml,secure,,
argo-cd__resource_customizations_kafka.strimzi.io_KafkaConnect_testdata_degraded.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name
argo-cd__util_kustomize_testdata_kustomization_yaml_components_monorepo_kustomize_apps_hello-world_base_deployment.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_features_integrations_postgresql_test_postgresql.yaml,secure,,
examples___archived_cluster-dns_namespace-dev.yaml,secure,,
argo-cd__resource_customizations_numaflow.numaproj.io_MonoVertex_testdata_healthy.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__docs_operator-manual_argocd-repo-creds.yaml,hardcoded_secret,hardcoded_password,
examples___archived_volumes_scaleio_pod-sc-pvc.yaml,secure,,
argo-cd__resource_customizations_serving.kserve.io_InferenceService_testdata_progressing.yaml,secure,,
argo-cd__resource_customizations_kubernetes-client.io_ExternalSecret_testdata_healthy.yaml,secure,,
argo-cd__resource_customizations_rabbitmq.com_Policy_testdata_degraded.yaml,secure,,
argo-cd__resource_customizations_onepassword.com_OnePasswordItem_testdata_healthy.yaml,secure,,
argo-cd__resource_customizations_k8s.mariadb.com_Backup_testdata_failed.yaml,secure,,
argo-cd__resource_customizations_astra.netapp.io_ExecHooksRun_testdata_progressing_status.yaml,secure,,
charts__bitnami_pinniped_crds_supervisor_idp.supervisor.pinniped.dev_activedirectoryidentityproviders.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name
argo-cd__resource_customizations_gloo.solo.io_Settings_testdata_gloo-no-status.yaml,secure,,
charts__bitnami_rabbitmq-cluster-operator_crds_messaging-topology-operator_rabbitmq.com_superstreams.yaml,secure,,
argo-cd__test_e2e_testdata_guestbook_local_guestbook-ui-svc.yaml,secure,,
kubernetes-native-testbed__manifests_order_checkjob.yaml,secure,,safe_secret_key_ref;safe_value_from
kubernetes-native-testbed__manifests_infra_presslabs-mysql-operator_presslabs-mysql-operator.yaml,hardcoded_secret,long_base64_like_value,safe_secret_key_ref;safe_value_from;safe_env_from;safe_secret_ref
argo-cd__resource_customizations_route.openshift.io_Route_testdata_healthy.yaml,secure,,
argo-cd__test_e2e_testdata_managed-by-url-test_deployment.yaml,secure,,
argo-cd__resource_customizations_operator.knative.dev_KnativeEventing_testdata_healthy.yaml,secure,,
argo-cd__resource_customizations_operator.openshift.io_IngressController_testdata_degraded.yaml,hardcoded_secret,long_base64_like_value,
cloud-on-k8s__config_e2e_roles.yaml,secure,,
argo-cd__resource_customizations_notification.toolkit.fluxcd.io_Receiver_testdata_degraded.yaml,secure,,safe_secret_ref
argo-cd__resource_customizations__.cnrm.cloud.google.com___testdata_config-connector-context.yaml,secure,,
argo-cd__resource_customizations_cloudfront.aws.crossplane.io_Distribution_testdata_suspended.yaml,secure,,
argo-cd__resource_customizations_rds.aws.crossplane.io_DBInstance_testdata_creating.yaml,secure,,
prometheus-operator__example_user-guides_getting-started_example-app-service.yaml,secure,,
kubernetes-native-testbed__manifests_search_db.yaml,secure,,
argo-cd__resource_customizations_external-secrets.io_ExternalSecret_actions_testdata_external-secret-refresh-policy.yaml,secure,,
argo-cd__gitops-engine_pkg_health_testdata_hpa-v2beta1-healthy.yaml,secure,,
argo-cd__resource_customizations_notification.toolkit.fluxcd.io_Receiver_actions_testdata_resumed_receiver.yaml,secure,,safe_secret_ref
argo-cd__resource_customizations_promoter.argoproj.io_CommitStatus_testdata_no-status.yaml,secure,,
argo-cd__applicationset_examples_list-generator_list-example-fasttemplate.yaml,secure,,
prometheus-operator__example_rbac_prometheus-operator-crd_prometheus-operator-crd-cluster-roles.yaml,secure,,
argo-cd__resource_customizations_proclaim.dogmatiq.io_DNSSDServiceInstance_testdata_degraded_unadvertiseError.yaml,secure,,
argo-cd__resource_customizations_gateway.solo.io_MatchableHttpGateway_testdata_non-namespaced-gloo-pending.yaml,secure,,
prometheus-operator__example_networkpolicies_prometheus.yaml,secure,,
argo-cd__resource_customizations_promoter.argoproj.io_PromotionStrategy_testdata_no-status.yaml,secure,,
cloud-on-k8s__config_recipes_autoscaling_elasticsearch.yaml,secure,,
argo-cd__resource_customizations_lifecycle.keptn.sh_KeptnWorkloadVersion_testdata_progressing.yaml,secure,,
argo-cd__test_e2e_testdata_cmp-gitcredstemplate_plugin.yaml,secure,,
argo-cd__gitops-engine_pkg_diff_testdata_ssd-deploy-nested-config.yaml,secure,,
argo-cd__resource_customizations_promoter.argoproj.io_ArgoCDCommitStatus_testdata_observed-generation-outdated.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_remote-config_output.yaml,hardcoded_secret,hardcoded_password;long_base64_like_value,safe_secret_key_ref;safe_value_from
argo-cd__resource_customizations_gloo.solo.io_Upstream_testdata_gloo-rejected.yaml,secure,,
examples__web_guestbook-go_redis-master-controller.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_metric-enrichment_test_test-plan.yaml,secure,,safe_env_from
argo-cd__reposerver_repository_testdata_several-files_3.yaml,secure,,
argo-cd__resource_customizations_certmanager.k8s.io_Certificate_testdata_degraded_configError.yaml,secure,,safe_secret_name
argo-cd__applicationset_examples_template-override_default_guestbook-ui-deployment.yaml,secure,,
argo-cd__resource_customizations_gateway.networking.k8s.io_Gateway_testdata_degraded_accepted.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_control-plane-monitoring_test-plan.yaml,hardcoded_secret,long_base64_like_value,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_features_auto-instrumentation_span-metrics-only_output.yaml,privilege_exposure,privileged_true;host_network_true;host_pid_true;host_path;long_base64_like_value,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_instrumentation-hub_output.yaml,privilege_exposure,host_network_true;host_pid_true;host_path;hardcoded_password;long_base64_like_value,safe_secret_key_ref;safe_value_from
argo-cd__resource_customizations_core.humio.com_HumioRepository_testdata_progressing.yaml,secure,,
argo-cd__resource_customizations_policy.open-cluster-management.io_OperatorPolicy_testdata_progressing_old_generation.yaml,secure,,
kubernetes-native-testbed__manifests_order_db.yaml,secure,,safe_secret_name;safe_value_from
argo-cd__util_kustomize_testdata_kustomization_yaml_components_components_deployment.yaml,secure,,
argo-cd__controller_testdata_diff-cache.yaml,hardcoded_secret,long_base64_like_value,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_features_prometheus-operator-objects_default_output.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__manifests_ha_base_overlays_argocd-repo-server-deployment.yaml,hardcoded_secret,long_base64_like_value,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_split-destinations_dependencies_loki.yaml,hardcoded_secret,hardcoded_password,
argo-cd__resource_customizations_gateway.networking.k8s.io_Gateway_testdata_listener_degraded.yaml,secure,,
kube-linter__tests_checks_dangling-service.yml,secure,,
argo-cd__resource_customizations_capabilities.3scale.net_ActiveDoc_testdata_progressing.yaml,secure,,
argo-cd__resource_customizations_argoproj.io_CronWorkflow_testdata_degradedCronWorkflowWithSubmissionError.yaml,secure,,
argo-cd__resource_customizations_work.karmada.io_ResourceBinding_testdata_progressing_aggregatedStatus.yaml,secure,,
prometheus-operator__example_thanos_prometheus-service.yaml,secure,,
argo-cd__resource_customizations_logstash.k8s.elastic.co_Logstash_testdata_red.yaml,secure,,
argo-cd__resource_customizations_rabbitmq.com_Vhost_testdata_unknown.yaml,secure,,
charts__bitnami_pinniped_crds_supervisor_idp.supervisor.pinniped.dev_githubidentityproviders.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name
argo-cd__resource_customizations_minio.min.io_Tenant_testdata_restarting_minio.yaml,secure,,
kubernetes-native-testbed__manifests_cicd_cd-manifests_infra_cert-manager-cd.yaml,secure,,
charts__bitnami_clickhouse-operator_crds_clickhouseinstallations.clickhouse.altinity.com.yaml,secure,,safe_secret_key_ref;safe_value_from
cloud-on-k8s__hack_upgrade-test-harness_testdata_v300-stack9_stack.yaml,secure,,
argo-cd__applicationset_examples_git-generator-directory_cluster-addons_argo-workflows_kustomization.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_prometheus-operator-objects_.rendered_output.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__resource_customizations_promoter.argoproj.io_ChangeTransferPolicy_testdata_missing-sha-and-not-ready.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__resource_customizations_gateway.solo.io_MatchableHttpGateway_testdata_gloo-accepted.yaml,secure,,
argo-cd__resource_customizations_lifecycle.keptn.sh_KeptnTask_testdata_healthy.yaml,secure,,
argo-cd__manifests_ha_base_controller-deployment_argocd-server-deployment.yaml,hardcoded_secret,long_base64_like_value,
argo-cd__test_e2e_testdata_duplicated-resources_duplicates-cluster.yaml,secure,,
argo-cd__resource_customizations_numaplane.numaproj.io_PipelineRollout_actions_testdata_PipelineRollout_rollout-running-fast.yaml,secure,,
argo-cd__resource_customizations_gateway.solo.io_RouteOption_testdata_non-namespaced-gloo-accepted.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_platform_eks-addon-with-terraform_eks-cluster-config.yaml,secure,,
charts__bitnami_envoy-gateway_crds_gateway.envoyproxy.io_httproutefilters.yaml,secure,,
examples___archived_storage_rethinkdb_driver-service.yaml,secure,,
argo-cd__test_e2e_testdata_self-managed-app_resources.yaml,secure,,
kubernetes-native-testbed__development_delivery-status_patch-dnspolicy.yaml,secure,,
kubernetes-native-testbed__manifests_infra_minio-operator_minio-operator.yaml,secure,,
argo-cd__resource_customizations_minio.min.io_Tenant_testdata_provisioning.yaml,secure,,
argo-cd__resource_customizations_helm.toolkit.fluxcd.io_HelmRelease_testdata_degraded.yaml,secure,,
argo-cd__gitops-engine_pkg_health_testdata_statefulset.yaml,hardcoded_secret,long_base64_like_value,safe_secret_key_ref;safe_value_from
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_features_pod-logs-via-loki_multiline_test_workload.yaml,secure,,
argo-cd__resource_customizations_services.cloud.sap.com_ServiceInstance_testdata_degraded.yaml,secure,,
prometheus-operator__example_networkpolicies_alertmanager.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_tests_integration_prometheus-operator-objects_dependencies_nginx-static-metrics.yaml,secure,,
argo-cd__manifests_ha_base_overlays_argocd-application-controller-statefulset.yaml,secure,,
argo-cd__resource_customizations_apps.kruise.io_DaemonSet_testdata_healthy.yaml,secure,,
charts__bitnami_argo-workflows_crds_argoproj.io_workflowtaskresults.yaml,secure,,safe_value_from
argo-cd__gitops-engine_pkg_diff_testdata_smd-service-config-2-ports.yaml,secure,,
examples___archived_storage_minio_minio-standalone-pvc.yaml,secure,,
argo-cd__manifests_base_server_argocd-server-service.yaml,secure,,
charts__bitnami_pinniped_crds_concierge_authentication.concierge.pinniped.dev_webhookauthenticators.yaml,secure,,
argo-cd__test_e2e_testdata_ssa-revision-history_deployment.yaml,secure,,
prometheus-operator__test_framework_resources_prometheus-operator-role-binding.yaml,secure,,
argo-cd__resource_customizations_operator.knative.dev_KnativeServing_testdata_progressing.yaml,secure,,
argo-cd__resource_customizations_numaflow.numaproj.io_Pipeline_testdata_progressing.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring_docs_examples_deployment-alternatives_argocd_test_dependencies_argocd.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring-v1_tests_integration_test-integrations_.rendered_output.yaml,privilege_exposure,privileged_true;host_network_true;host_pid_true;host_path;long_base64_like_value,safe_secret_key_ref;safe_value_from
examples___archived_volumes_storageos_storageos-sc-pvc.yaml,secure,,
examples__web_guestbook_all-in-one_frontend.yaml,secure,,
argo-cd__gitops-engine_pkg_diff_testdata_smd-deploy-live.yaml,secure,,
kubernetes-native-testbed__manifests_search_checkjob.yaml,secure,,safe_secret_key_ref;safe_value_from
argo-cd__resource_customizations_apps.kruise.io_BroadcastJob_testdata_running.yaml,secure,,
argo-cd__resource_customizations_iam.aws.crossplane.io_Role_testdata_ReconcileError.yaml,secure,,
argo-cd__resource_customizations_beat.k8s.elastic.co_Beat_testdata_invalid.yaml,secure,,
cloud-on-k8s__config_recipes_elastic-agent_fleet-kubernetes-integration.yaml,privilege_exposure,host_network_true,
argo-cd__resource_customizations_argoproj.io_Rollout_testdata_healthy_newWorkloadGeneration.yaml,secure,,
argo-cd__test_e2e_testdata_sync-waves_cm-2.yaml,secure,,
argo-cd__resource_customizations_gateway.solo.io_RouteTable_testdata_gloo-warning.yaml,secure,,
kubernetes-native-testbed__manifests_ns_product-ns.yaml,secure,,
argo-cd__resource_customizations_numaplane.numaproj.io_PipelineRollout_testdata_PipelineRollout_pending-upgrade-in-progress.yaml,secure,,
cloud-on-k8s__config_recipes_logstash_logstash-eck.yaml,secure,,
argo-cd__resource_customizations_argoproj.io_Experiment_testdata_pendingExperiment.yaml,secure,,
argo-cd__resource_customizations_notification.toolkit.fluxcd.io_Receiver_testdata_progressing.yaml,secure,,safe_secret_ref
argo-cd__resource_customizations_core.humio.com_HumioView_testdata_configerror.yaml,secure,,
cloud-on-k8s__hack_upgrade-test-harness_testdata_v2130_install.yaml,hardcoded_secret,long_base64_like_value,safe_secret_name;safe_value_from
argo-cd__resource_customizations_gateway.solo.io_RouteTable_testdata_non-namespaced-gloo-rejected.yaml,secure,,
argo-cd__resource_customizations_gloo.solo.io_UpstreamGroup_testdata_non-namespaced-gloo-accepted.yaml,secure,,
argo-cd__util_argo_testdata_svc.yaml,secure,,
argo-cd__resource_customizations_capabilities.3scale.net_DeveloperUser_testdata_healthy.yaml,secure,,
kube-linter__tests_checks_liveness-port.yml,secure,,
kube-linter__pkg_templates_kubeconform_testdata_demonset.yaml,secure,,
k8s-monitoring-helm__charts_k8s-monitoring-v1_tests_integration_test-1_dependencies_credentials.yaml,hardcoded_secret,hardcoded_password,
